7.8 12234
-14.5093 -2.24651  0.000120837 0.0313644 -0.965729 -0.196479 
-14.5653 -1.79054  0.00011936 0.0313078 -0.976634 -0.135751 
-14.5935 -1.40474  0.000129979 0.0317043 -0.981983 -0.0880362 
-14.6065 -1.05879  0.00013817 0.0319935 -0.984824 -0.0442075 
-14.6103 -0.729178  0.000142214 0.0321313 -0.98575 -0.00291583 
-14.6064 -0.401917  0.000142338 0.0321355 -0.985005 0.0379128 
-14.5939 -0.0640984  0.000138096 0.0319909 -0.982504 0.0800131 
-14.5678 0.306449  0.000130269 0.0317147 -0.977879 0.124741 
-14.5168 0.740537  0.000137092 0.0319561 -0.968363 0.181114 
-14.2381 -3.1766  0.000127037 0.0315971 -0.934234 -0.314756 
-14.3021 -2.824  0.000150361 0.0324006 -0.950558 -0.261161 
-14.3336 -2.54498  0.000175613 0.0331706 -0.956752 -0.235581 
-14.3707 -2.19381  0.000215326 0.0342368 -0.966574 -0.185609 
-14.4071 -1.80506  0.000227562 0.0345368 -0.973897 -0.141324 
-14.4286 -1.44321  0.000250727 0.0350733 -0.978895 -0.0961713 
-14.4406 -1.09323  0.00026744 0.0354375 -0.981963 -0.0510718 
-14.4449 -0.745489  0.000276129 0.0356201 -0.983145 -0.00662891 
-14.4418 -0.401682  0.000278883 0.035677 -0.982497 0.037029 
-14.432 -0.0640056  0.000274454 0.0355852 -0.980164 0.0795153 
-14.4148 0.274457  0.000261624 0.0353128 -0.976467 0.119493 
-14.3867 0.630101  0.000252068 0.0351033 -0.971393 0.156784 
-14.3561 0.960511  0.000239905 0.0348276 -0.962498 0.206051 
-14.3334 1.21466  0.00020835 0.0340601 -0.959201 0.223577 
-14.2882 1.5182  0.000200259 0.0338498 -0.946875 0.269299 
-13.8916 -4.09943  0.000113752 0.0310873 -0.888442 -0.427244 
-13.9897 -3.74402  0.000145111 0.0322284 -0.911843 -0.374568 
-14.0278 -3.49763  0.000187439 0.0335043 -0.919691 -0.353172 
-14.0671 -3.21727  0.000234069 0.0346916 -0.929422 -0.323203 
-14.1255 -2.85564  0.000273826 0.0355721 -0.943904 -0.275182 
-14.1686 -2.51484  0.000324506 0.0365639 -0.954705 -0.231403 
-14.2059 -2.16332  0.000365907 0.0372908 -0.964332 -0.184423 
-14.2361 -1.81435  0.000393973 0.037749 -0.970983 -0.144978 
-14.2574 -1.46866  0.00042618 0.0382456 -0.97621 -0.101024 
-14.2711 -1.11994  0.00044921 0.0385838 -0.979617 -0.0562653 
-14.2767 -0.770249  0.000464534 0.0388017 -0.981072 -0.0120956 
-14.2743 -0.426459  0.000475357 0.0389522 -0.980624 0.0308348 
-14.2651 -0.0951663  0.000481072 0.0390307 -0.978488 0.0718886 
-14.2508 0.220321  0.000477458 0.0389812 -0.975139 0.109285 
-14.2322 0.525324  0.00046034 0.0387425 -0.971369 0.140454 
-14.2095 0.82883  0.000461022 0.0387521 -0.965224 0.177321 
-14.1885 1.10724  0.000433773 0.0383586 -0.959864 0.207042 
-14.1586 1.40134  0.000406483 0.0379454 -0.952144 0.241871 
-14.1312 1.66894  0.000370927 0.0373746 -0.942851 0.27788 
-14.1103 1.88719  0.000312531 0.0363407 -0.938808 0.293123 
-14.0589 2.15784  0.000286723 0.0358368 -0.925012 0.331818 
-13.4893 -4.85615  0.000113091 0.0310606 -0.838551 -0.517993 
-13.6181 -4.5037  0.000146198 0.0322644 -0.864882 -0.473156 
-13.6792 -4.2303  0.000202087 0.033898 -0.874809 -0.452092 
-13.7571 -3.89914  0.000254102 0.0351483 -0.894208 -0.409708 
-13.8204 -3.58111  0.000331916 0.0366991 -0.908944 -0.372272 
-13.8786 -3.2577  0.000394691 0.0377604 -0.924205 -0.330082 
-13.9405 -2.90569  0.000438675 0.0384307 -0.937929 -0.288224 
-13.9956 -2.54947  0.000506082 0.0393662 -0.950369 -0.242304 
-14.0416 -2.19501  0.00055817 0.0400269 -0.960875 -0.196232 
-14.0774 -1.8469  0.000603393 0.040564 -0.968785 -0.152455 
-14.1036 -1.49843  0.000646238 0.0410457 -0.974687 -0.107096 
-14.1205 -1.14787  0.000679164 0.0414 -0.978508 -0.062049 
-14.1279 -0.800087  0.000706178 0.041681 -0.980235 -0.0183573 
-14.1261 -0.460132  0.000730352 0.0419257 -0.980019 0.0236605 
-14.1163 -0.132675  0.000752406 0.0421438 -0.978091 0.0636774 
-14.1006 0.177411  0.000769358 0.0423082 -0.974844 0.1006 
-14.081 0.469097  0.000774848 0.0423608 -0.970907 0.132632 
-14.0584 0.748267  0.000788253 0.0424883 -0.966063 0.162335 
-14.0355 1.01345  0.00079627 0.0425636 -0.960735 0.190237 
-14.014 1.2674  0.000774472 0.0423572 -0.955888 0.213792 
-13.9954 1.5108  0.000751936 0.0421392 -0.950347 0.238029 
-13.9817 1.737  0.000689011 0.0415034 -0.945027 0.261117 
-13.9593 1.97929  0.000623345 0.0407915 -0.937219 0.289452 
-13.921 2.24414  0.000544741 0.0398612 -0.92687 0.322068 
-13.8529 2.53849  0.00055701 0.0400128 -0.911473 0.359037 
-13.1524 -5.29671  0.000140226 0.0320639 -0.802496 -0.572246 
-13.2847 -4.95263  0.000191313 0.0336104 -0.823126 -0.540863 
-13.4005 -4.59755  0.000262497 0.0353316 -0.849778 -0.495274 
-13.4725 -4.29714  0.000354483 0.0370968 -0.866518 -0.462255 
-13.5462 -3.98506  0.000423633 0.0382075 -0.884151 -0.425986 
-13.6235 -3.65755  0.00050268 0.0393213 -0.900803 -0.38818 
-13.7005 -3.31518  0.000585276 0.0403526 -0.918226 -0.343794 
-13.772 -2.96625  0.000648074 0.0410658 -0.933349 -0.300495 
-13.8343 -2.61393  0.000723153 0.0418535 -0.946144 -0.25648 
-13.8873 -2.25672  0.000792349 0.0425268 -0.957293 -0.210281 
-13.9296 -1.89915  0.00086061 0.0431491 -0.966198 -0.163359 
-13.9609 -1.54131  0.000921625 0.0436747 -0.972791 -0.116298 
-13.9812 -1.18529  0.000973367 0.0441004 -0.977089 -0.0702094 
-13.9907 -0.835326  0.0010205 0.0444734 -0.979168 -0.0258663 
-13.9898 -0.495039  0.00106539 0.044817 -0.979247 0.0164094 
-13.9802 -0.167886  0.00110964 0.0451451 -0.977612 0.0561474 
-13.9637 0.142394  0.00115546 0.0454747 -0.974645 0.0926125 
-13.9427 0.432019  0.00120322 0.045808 -0.97083 0.124829 
-13.9192 0.700123  0.00125988 0.0461906 -0.966473 0.152774 
-13.896 0.945018  0.00131629 0.0465588 -0.961959 0.176593 
-13.876 1.16655  0.00133708 0.0466917 -0.958091 0.195097 
-13.8603 1.37131  0.00132532 0.0466167 -0.954668 0.210333 
-13.8496 1.56819  0.0012786 0.0463142 -0.950662 0.227705 
-13.843 1.76463  0.00119502 0.0457514 -0.945855 0.247964 
-13.8363 1.97102  0.00108653 0.044975 -0.93995 0.271145 
-13.8234 2.19223  0.00094158 0.0438409 -0.934631 0.29173 
-13.7865 2.45484  0.000903501 0.0435214 -0.923906 0.322628 
-12.8674 -5.62581  0.000172575 0.0330824 -0.7711 -0.613321 
-12.9953 -5.29971  0.000254897 0.0351659 -0.797119 -0.576841 
-13.105 -4.96892  0.000335483 0.0367631 -0.820168 -0.541184 
-13.1936 -4.65843  0.000433584 0.0383558 -0.838864 -0.509429 
-13.2762 -4.35687  0.000544757 0.0398614 -0.857239 -0.476177 
-13.3625 -4.04476  0.000637047 0.0409445 -0.876859 -0.438462 
-13.4494 -3.72069  0.000726918 0.0418914 -0.894904 -0.399994 
-13.5337 -3.38293  0.000819506 0.042779 -0.912019 -0.358542 
-13.6119 -3.03528  0.000909981 0.0435765 -0.92783 -0.314688 
-13.6804 -2.682  0.00100243 0.044332 -0.941516 -0.269825 
-13.739 -2.32195  0.00109034 0.0450033 -0.953311 -0.223178 
-13.7865 -1.9576  0.00118004 0.0456475 -0.962928 -0.1752 
-13.8223 -1.59253  0.00126459 0.0462218 -0.970175 -0.127094 
-13.8459 -1.23104  0.00134384 0.0467344 -0.975002 -0.0800529 
-13.8576 -0.877443  0.00142135 0.0472142 -0.977515 -0.0349218 
-13.8585 -0.535399  0.00149768 0.0476677 -0.977984 0.00767963 
-13.85 -0.208336  0.00157595 0.048115 -0.976768 0.0470345 
-13.8341 0.100443  0.0016666 0.0486125 -0.974247 0.0826897 
-13.8133 0.38732  0.00177994 0.0492065 -0.970756 0.114497 
-13.7901 0.648678  0.00190848 0.0498464 -0.966758 0.141644 
-13.7675 0.882563  0.00202863 0.0504142 -0.962804 0.163647 
-13.7476 1.09018  0.00210678 0.0507698 -0.959335 0.180817 
-13.7316 1.27758  0.00213057 0.050877 -0.956284 0.194861 
-13.7207 1.45078  0.00209632 0.0507226 -0.953111 0.208865 
-13.7164 1.61268  0.00201124 0.0503326 -0.949828 0.222851 
-13.7192 1.76809  0.00188058 0.0497104 -0.946612 0.236448 
-13.7273 1.92711  0.00170074 0.0487946 -0.942963 0.251914 
-13.7366 2.09808  0.00146497 0.0474755 -0.939985 0.265574 
-13.7327 2.30782  0.0012652 0.0462258 -0.935973 0.281592 
-13.708 2.5553  0.00125179 0.0461367 -0.920275 0.326425 
-12.6198 -5.88887  0.000222743 0.0344202 -0.747786 -0.640445 
-12.7297 -5.59423  0.000326713 0.0366045 -0.773385 -0.607019 
-12.8307 -5.28499  0.000449157 0.038583 -0.793944 -0.576642 
-12.9219 -4.98777  0.000572369 0.0401991 -0.814714 -0.545193 
-13.005 -4.7072  0.000686189 0.0414738 -0.832016 -0.517761 
-13.0925 -4.41917  0.000796985 0.0425703 -0.849658 -0.487817 
-13.1859 -4.1129  0.000904781 0.0435323 -0.868661 -0.452596 
-13.2796 -3.79136  0.00101641 0.0444416 -0.887279 -0.414216 
-13.3696 -3.45615  0.00112676 0.0452694 -0.904947 -0.373114 
-13.453 -3.10905  0.0012389 0.0460504 -0.921319 -0.329368 
-13.5273 -2.75289  0.00135387 0.0467977 -0.935898 -0.28363 
-13.5911 -2.389  0.0014653 0.0474775 -0.948504 -0.236175 
-13.6433 -2.02004  0.00157946 0.0481346 -0.95882 -0.187703 
-13.683 -1.65026  0.00169476 0.0487628 -0.966696 -0.139146 
-13.7099 -1.28473  0.00181131 0.0493658 -0.972089 -0.0916686 
-13.7243 -0.928413  0.00193053 0.0499528 -0.97513 -0.0462585 
-13.7275 -0.585469  0.00205217 0.0505237 -0.97613 -0.00383199 
-13.7212 -0.259466  0.00218438 0.0511148 -0.975468 0.0349709 
-13.7072 0.0464817  0.00234546 0.0518001 -0.973465 0.0701138 
-13.6882 0.328978  0.00254501 0.0526024 -0.970408 0.101552 
-13.6668 0.584829  0.00276014 0.0534146 -0.966845 0.128184 
-13.6455 0.81348  0.00295443 0.0541069 -0.963252 0.150117 
-13.6261 1.01755  0.0030954 0.054588 -0.959997 0.167756 
-13.6095 1.2022  0.00317291 0.0548446 -0.956884 0.183272 
-13.5969 1.37015  0.00317487 0.0548511 -0.953702 0.198084 
-13.59 1.52348  0.0031048 0.0546191 -0.950695 0.211226 
-13.5896 1.66524  0.00297671 0.0541834 -0.947808 0.223254 
-13.5968 1.79768  0.00279088 0.0535274 -0.944712 0.235865 
-13.6127 1.92158  0.00252996 0.0525444 -0.94198 0.247205 
-13.6345 2.04791  0.00219345 0.051154 -0.940396 0.255086 
-13.6531 2.20147  0.00183812 0.0495004 -0.939235 0.262133 
-13.6608 2.39328  0.00161639 0.0483395 -0.933991 0.281216 
-13.6621 2.58909  0.00150578 0.0477148 -0.920713 0.321311 
-12.3867 -6.12216  0.000292372 0.0359499 -0.726675 -0.662563 
-12.4845 -5.84767  0.00044853 0.038574 -0.752826 -0.630414 
-12.585 -5.54645  0.000633015 0.0408998 -0.779346 -0.59414 
-12.6677 -5.27188  0.000794382 0.0425459 -0.797029 -0.568569 
-12.7409 -5.02066  0.000959685 0.0439895 -0.810034 -0.548941 
-12.8234 -4.76022  0.00108533 0.0449661 -0.825957 -0.524515 
-12.9148 -4.48171  0.00118028 0.0456491 -0.842952 -0.496683 
-13.0119 -4.18297  0.00127969 0.0463213 -0.861029 -0.464169 
-13.1097 -3.86596  0.00139451 0.0470503 -0.879228 -0.427688 
-13.2039 -3.53305  0.00152394 0.0478197 -0.897031 -0.387492 
-13.2918 -3.18606  0.00165741 0.048563 -0.913923 -0.344003 
-13.371 -2.82742  0.00179471 0.0492818 -0.929287 -0.297888 
-13.4396 -2.45999  0.00193575 0.0499779 -0.942656 -0.249968 
-13.4961 -2.08756  0.00208474 0.0506705 -0.953659 -0.201278 
-13.5397 -1.71481  0.0022423 0.0513655 -0.962164 -0.152739 
-13.57 -1.34719  0.00240897 0.052062 -0.968167 -0.105452 
-13.5877 -0.989987  0.00258503 0.0527565 -0.971841 -0.0604932 
-13.594 -0.647731  0.00277354 0.0534642 -0.973505 -0.0186731 
-13.5907 -0.323952  0.00298947 0.0542273 -0.973503 0.0196482 
-13.58 -0.0217332  0.00325169 0.0551016 -0.97208 0.0546802 
-13.5642 0.255863  0.00355319 0.0560421 -0.96961 0.0856595 
-13.5459 0.507366  0.00385832 0.0569317 -0.966588 0.112237 
-13.5273 0.733391  0.00411915 0.0576494 -0.963508 0.134373 
-13.5094 0.938038  0.00431848 0.0581747 -0.960551 0.153071 
-13.4932 1.12514  0.0044592 0.0585358 -0.957398 0.170767 
-13.48 1.29518  0.0045184 0.0586831 -0.954091 0.187564 
-13.4711 1.45004  0.00447931 0.0585858 -0.951009 0.202075 
-13.4672 1.59361  0.00435678 0.0582734 -0.948078 0.215015 
-13.4689 1.7267  0.00417539 0.0577994 -0.944929 0.228076 
-13.4779 1.84697  0.00392685 0.0571234 -0.941686 0.240922 
-13.495 1.95505  0.00358342 0.0561317 -0.938976 0.251589 
-13.5193 2.05803  0.00315163 0.0547741 -0.937499 0.257986 
-13.548 2.16762  0.00267391 0.053095 -0.937326 0.26004 
-13.5765 2.29805  0.00223679 0.0513417 -0.936923 0.263361 
-13.5968 2.46269  0.00197567 0.0501657 -0.931252 0.283646 
-13.6186 2.61375  0.00174532 0.0490281 -0.922148 0.313974 
-12.1955 -6.3007  0.000391589 0.0377111 -0.71458 -0.673461 
-12.2931 -6.03019  0.000607311 0.0406092 -0.745678 -0.636943 
-12.3736 -5.75454  0.000875104 0.0432764 -0.766654 -0.608282 
-12.4389 -5.5036  0.00122385 0.0459488 -0.781886 -0.585903 
-12.5154 -5.25629  0.00147762 0.0475502 -0.802567 -0.556721 
-12.5856 -5.02672  0.00164037 0.0484707 -0.814645 -0.538732 
-12.6591 -4.79161  0.00177269 0.0491693 -0.825216 -0.521916 
-12.7459 -4.53069  0.00182867 0.049453 -0.839161 -0.498996 
-12.8413 -4.24454  0.00187954 0.0497053 -0.855 -0.470868 
-12.9402 -3.93456  0.00195692 0.0500778 -0.8724 -0.436799 
-13.0365 -3.60614  0.00206517 0.0505823 -0.889626 -0.398815 
-13.127 -3.26184  0.00220731 0.051214 -0.906196 -0.357168 
-13.2096 -2.90342  0.0023701 0.0519026 -0.921819 -0.311918 
-13.2821 -2.5345  0.00254233 0.0525921 -0.935783 -0.264299 
-13.3426 -2.16041  0.00273219 0.053311 -0.947435 -0.215905 
-13.39 -1.78677  0.00294412 0.0540714 -0.956556 -0.167975 
-13.4241 -1.41931  0.00317741 0.0548595 -0.963204 -0.121579 
-13.4456 -1.06338  0.00343277 0.0556731 -0.967593 -0.0776142 
-13.4559 -0.723504  0.00371862 0.0565318 -0.970023 -0.0366681 
-13.4568 -0.403178  0.00405469 0.0574767 -0.970752 0.00124518 
-13.4504 -0.105596  0.00444665 0.0585046 -0.97002 0.0359486 
-13.4391 0.167275  0.00486465 0.0595249 -0.968248 0.0666094 
-13.4253 0.415235  0.0052548 0.0604164 -0.965926 0.093192 
-13.4105 0.640607  0.00557234 0.0611047 -0.963473 0.115839 
-13.3954 0.847644  0.00582492 0.0616302 -0.960881 0.136078 
-13.381 1.03828  0.00602762 0.0620403 -0.957872 0.15583 
-13.3689 1.21221  0.00615383 0.0622881 -0.954631 0.174415 
-13.36 1.37093  0.00616323 0.0623065 -0.951523 0.190736 
-13.3548 1.51786  0.00605243 0.062089 -0.94864 0.204942 
-13.3538 1.65523  0.00585986 0.0617011 -0.945698 0.218375 
-13.3577 1.78279  0.00560965 0.061183 -0.942482 0.231971 
-13.3673 1.89913  0.00527772 0.0604679 -0.939134 0.245458 
-13.3832 2.00338  0.00483821 0.0594623 -0.936246 0.256857 
-13.4052 2.09828  0.00430817 0.0581482 -0.934424 0.264096 
-13.4322 2.19085  0.00373218 0.0565706 -0.933792 0.266803 
-13.4627 2.29137  0.00317226 0.0548425 -0.933667 0.267335 
-13.494 2.41098  0.00270854 0.0532233 -0.932023 0.273043 
-13.5279 2.53714  0.00235878 0.0518555 -0.927469 0.289861 
-13.5659 2.6472  0.00201919 0.0503699 -0.922627 0.309031 
-13.6072 2.72699  0.00165508 0.0485504 -0.919766 0.321713 
-12.0011 -6.46125  0.000672105 0.0413251 -0.715461 -0.667094 
-12.1252 -6.17932  0.000858803 0.0431331 -0.739672 -0.641558 
-12.2387 -5.86563  0.00115631 0.0454807 -0.775546 -0.595866 
-12.3038 -5.61168  0.00157725 0.0481223 -0.788593 -0.575797 
-12.3358 -5.41812  0.002153 0.050978 -0.793592 -0.566136 
-12.3817 -5.22134  0.00265909 0.0530401 -0.806214 -0.546539 
-12.4496 -5.00324  0.00287492 0.0538273 -0.82145 -0.523344 
-12.5205 -4.7809  0.00296851 0.0541553 -0.831462 -0.50698 
-12.5974 -4.54201  0.00298357 0.054207 -0.84204 -0.488723 
-12.6829 -4.27729  0.002923 0.0539988 -0.854061 -0.46676 
-12.7737 -3.98657  0.00291368 0.0539656 -0.867465 -0.439915 
-12.8685 -3.66714  0.00293951 0.0540556 -0.883724 -0.404581 
-12.96 -3.32804  0.00301476 0.0543142 -0.899741 -0.365284 
-13.0437 -2.97463  0.00315957 0.0548005 -0.91453 -0.323289 
-13.1182 -2.60935  0.00336044 0.0554487 -0.928262 -0.278065 
-13.1818 -2.23745  0.00359479 0.0561655 -0.940274 -0.231175 
-13.2329 -1.86589  0.00386285 0.0569447 -0.949991 -0.184589 
-13.2711 -1.50119  0.00417677 0.057803 -0.957306 -0.139678 
-13.2971 -1.14876  0.00453778 0.0587313 -0.962455 -0.0970886 
-13.3122 -0.812924  0.00495662 0.0597385 -0.965691 -0.0571061 
-13.3181 -0.497258  0.00544673 0.0608357 -0.967191 -0.0197326 
-13.3171 -0.204561  0.00599101 0.0619673 -0.967219 0.014396 
-13.3115 0.0641924  0.00653212 0.0630132 -0.966221 0.0448391 
-13.3031 0.310012  0.00700077 0.0638629 -0.964677 0.0715575 
-13.2931 0.536244  0.00737094 0.064505 -0.962887 0.0950098 
-13.2819 0.746294  0.0076747 0.0650116 -0.96072 0.117014 
-13.2707 0.940374  0.00793541 0.065433 -0.958021 0.138489 
-13.261 1.11827  0.00812469 0.0657314 -0.955032 0.158494 
-13.2536 1.28148  0.00819266 0.0658378 -0.952071 0.176351 
-13.2491 1.43225  0.00811258 0.0657125 -0.94925 0.192202 
-13.2478 1.57271  0.0079099 0.0653917 -0.946526 0.206445 
-13.2499 1.70494  0.00763301 0.0649424 -0.943682 0.220049 
-13.2561 1.82891  0.00728948 0.0643648 -0.940544 0.233908 
-13.2667 1.94305  0.00685191 0.063598 -0.937324 0.247443 
-13.2817 2.04697  0.00630137 0.0625752 -0.934514 0.259051 
-13.3007 2.14228  0.00565828 0.061285 -0.932434 0.267689 
-13.3232 2.23299  0.00497722 0.0597863 -0.931179 0.272775 
-13.3487 2.32409  0.0043136 0.0581622 -0.930345 0.275446 
-13.3769 2.42168  0.00371866 0.0565319 -0.92897 0.27896 
-13.4088 2.52644  0.00322395 0.0550131 -0.926208 0.287079 
-13.4462 2.63064  0.00279805 0.053553 -0.922592 0.299996 
-13.4921 2.71534  0.00235968 0.0518593 -0.920226 0.312124 
-13.544 2.77112  0.00192882 0.0499446 -0.920991 0.315624 
-13.5958 2.80414  0.00155365 0.0479893 -0.923406 0.312733 
-11.7234 -6.65845  0.00152263 0.0478122 -0.663843 -0.703043 
-11.9601 -6.31312  0.00126153 0.0462016 -0.734345 -0.642778 
-12.0672 -6.01779  0.00170715 0.0488284 -0.758286 -0.61367 
-12.1685 -5.71616  0.00210802 0.0507753 -0.792422 -0.569219 
-12.2356 -5.47319  0.00267624 0.0531036 -0.805899 -0.548313 
-12.2607 -5.30038  0.00349996 0.0558798 -0.80901 -0.540465 
-12.2891 -5.13247  0.0043055 0.0581413 -0.81691 -0.52602 
-12.3382 -4.94155  0.00478733 0.05934 -0.830086 -0.50413 
-12.3988 -4.73615  0.00495487 0.0597344 -0.839843 -0.487114 
-12.4673 -4.51337  0.00497983 0.0597924 -0.848223 -0.471293 
-12.5468 -4.26149  0.00480102 0.0593729 -0.860212 -0.448391 
-12.6266 -3.99181  0.00460432 0.0588968 -0.870679 -0.426096 
-12.7072 -3.70047  0.00448622 0.058603 -0.881125 -0.401284 
-12.7922 -3.37836  0.00443688 0.0584796 -0.894452 -0.36804 
-12.8758 -3.03268  0.00442445 0.0584476 -0.909069 -0.328109 
-12.9506 -2.6766  0.00455111 0.0587644 -0.921614 -0.287654 
