9.8 12248.4
-16.4444 -2.63738  7.08627e-05 0.0290451 -0.968777 -0.195344 
-16.5216 -2.06326  6.75627e-05 0.0288515 -0.979413 -0.13578 
-16.5608 -1.58099  6.85183e-05 0.0289084 -0.985052 -0.0872869 
-16.5796 -1.14638  7.18932e-05 0.0291044 -0.987951 -0.0427792 
-16.5853 -0.734494  7.46167e-05 0.0292572 -0.988813 -0.00201861 
-16.5799 -0.326146  7.48409e-05 0.0292696 -0.988073 0.0380294 
-16.5623 0.0966681  7.33385e-05 0.029186 -0.985495 0.0807235 
-16.5265 0.55873  7.25158e-05 0.0291396 -0.980451 0.127306 
-16.4578 1.09882  7.29932e-05 0.0291665 -0.972146 0.178169 
-16.1114 -3.80207  6.64323e-05 0.0287835 -0.939059 -0.309711 
-16.2056 -3.35107  7.52839e-05 0.0292942 -0.952692 -0.26531 
-16.2518 -3.01247  8.84273e-05 0.0299728 -0.961207 -0.231151 
-16.3085 -2.55897  0.000119819 0.0313253 -0.970862 -0.17927 
-16.358 -2.09082  0.000124769 0.0315129 -0.976745 -0.143639 
-16.3903 -1.63659  0.000131719 0.0317667 -0.982291 -0.0967548 
-16.4086 -1.19491  0.000140124 0.0320604 -0.985538 -0.0502418 
-16.4152 -0.758482  0.000145299 0.0322346 -0.986696 -0.00591068 
-16.4109 -0.327867  0.000146149 0.0322627 -0.986067 0.0372893 
-16.3964 0.095064  0.000144026 0.0321923 -0.983699 0.0798422 
-16.3715 0.513935  0.000141527 0.0321082 -0.97984 0.119523 
-16.3349 0.935415  0.000128138 0.0316373 -0.976282 0.14899 
-16.2854 1.37147  0.000123973 0.0314832 -0.966527 0.204061 
-16.2556 1.66219  0.000108426 0.0308699 -0.96238 0.224954 
-16.1873 2.05228  0.000106692 0.0307976 -0.951775 0.264747 
-15.673 -4.9525  5.92621e-05 0.0283298 -0.892423 -0.425933 
-15.8144 -4.49997  7.47621e-05 0.0292652 -0.912227 -0.38176 
-15.8717 -4.20262  9.01602e-05 0.0300563 -0.924075 -0.351326 
-15.9305 -3.862  0.000122464 0.0314263 -0.9335 -0.321431 
-16.0163 -3.41081  0.000135221 0.0318909 -0.946599 -0.279291 
-16.0832 -2.97483  0.00016285 0.0327924 -0.959583 -0.227712 
-16.1394 -2.52969  0.000190266 0.0335818 -0.968789 -0.181528 
-16.1824 -2.10567  0.000204403 0.0339583 -0.97489 -0.145521 
-16.2146 -1.67028  0.000218739 0.0343218 -0.980448 -0.100118 
-16.2351 -1.23164  0.000232553 0.0346558 -0.983857 -0.0549878 
-16.2436 -0.794437  0.000241442 0.034863 -0.985265 -0.0116013 
-16.2404 -0.365892  0.000245909 0.0349649 -0.984888 0.0301886 
-16.227 0.0466246  0.000248045 0.0350132 -0.982903 0.0700748 
-16.2061 0.436292  0.000248271 0.0350183 -0.979704 0.106263 
-16.1802 0.803301  0.00023626 0.0347429 -0.976065 0.137879 
-16.1457 1.17919  0.000231614 0.0346336 -0.970425 0.173295 
-16.113 1.52032  0.000232854 0.0346629 -0.964127 0.206163 
-16.0696 1.87772  0.000208988 0.0340765 -0.958214 0.234993 
-16.0215 2.22413  0.000201889 0.0338928 -0.946997 0.277257 
-15.9934 2.47036  0.000165469 0.0328716 -0.943455 0.29122 
-15.9134 2.82143  0.000161747 0.0327586 -0.929259 0.331 
-15.1718 -5.89008  5.71128e-05 0.0281857 -0.843746 -0.515535 
-15.3504 -5.45271  7.53821e-05 0.0292996 -0.866901 -0.475944 
-15.4328 -5.13492  0.000100707 0.03054 -0.878482 -0.452364 
-15.5505 -4.71792  0.000123678 0.031472 -0.898853 -0.408591 
-15.6418 -4.32862  0.000165316 0.032867 -0.912199 -0.374563 
-15.732 -3.91739  0.000200286 0.0338505 -0.928635 -0.329729 
-15.8208 -3.48453  0.000217865 0.0343002 -0.941866 -0.290189 
-15.9012 -3.03511  0.000251073 0.0350811 -0.954707 -0.243128 
-15.9681 -2.58969  0.000275122 0.0355992 -0.96506 -0.198256 
-16.0201 -2.15227  0.000300504 0.03611 -0.97335 -0.152294 
-16.0582 -1.71182  0.000323093 0.0365379 -0.979418 -0.105788 
-16.0828 -1.27146  0.000343429 0.0369044 -0.983155 -0.0610167 
-16.0936 -0.837358  0.000358885 0.037172 -0.984842 -0.018428 
-16.0915 -0.414579  0.000370429 0.0373663 -0.984733 0.0222391 
-16.0781 -0.00815513  0.000380577 0.0375335 -0.983028 0.0609621 
-16.0561 0.37543  0.000391211 0.0377051 -0.979981 0.0972945 
-16.0287 0.731778  0.000396816 0.0377942 -0.976079 0.130335 
-15.9971 1.06746  0.000399549 0.0378371 -0.971992 0.157408 
-15.9637 1.38848  0.000418945 0.0381366 -0.966785 0.18495 
-15.9326 1.68978  0.000408872 0.0379825 -0.961957 0.209385 
-15.9037 1.97905  0.00039516 0.0377679 -0.95716 0.230943 
-15.8787 2.25375  0.000368075 0.0373271 -0.951143 0.256334 
-15.8416 2.55042  0.000329356 0.0366525 -0.944317 0.282278 
-15.7799 2.88779  0.000306931 0.0362341 -0.931308 0.322127 
-15.6852 3.24681  0.000326228 0.0365956 -0.92011 0.349522 
-14.7645 -6.43675  7.7337e-05 0.0294059 -0.809417 -0.567503 
-14.9322 -6.03891  0.00010102 0.0305537 -0.824256 -0.544916 
-15.1032 -5.59105  0.000129486 0.0316864 -0.852591 -0.497916 
-15.2105 -5.2216  0.000180499 0.0333103 -0.871059 -0.46199 
-15.3199 -4.83709  0.000209926 0.0341006 -0.888879 -0.42605 
-15.4297 -4.4358  0.000249958 0.0350561 -0.904985 -0.38965 
-15.5417 -4.00483  0.000288104 0.0358646 -0.922371 -0.345838 
-15.6436 -3.56952  0.00031724 0.0364292 -0.937593 -0.30258 
-15.7316 -3.12909  0.000348502 0.0369932 -0.950578 -0.258493 
-15.8072 -2.67905  0.000380241 0.037528 -0.961984 -0.211719 
-15.8676 -2.22608  0.000418327 0.0381272 -0.971165 -0.16317 
-15.9121 -1.77365  0.00045138 0.038615 -0.977823 -0.115644 
-15.941 -1.32599  0.00048127 0.0390334 -0.982064 -0.0700226 
-15.9547 -0.888274  0.000507099 0.0393796 -0.984149 -0.0266325 
-15.9541 -0.464436  0.000530065 0.0396765 -0.98435 0.0144975 
-15.9414 -0.0585271  0.000552743 0.0399603 -0.982923 0.0533034 
-15.9193 0.323945  0.000577697 0.0402627 -0.980192 0.0891484 
-15.891 0.676798  0.000604731 0.0405795 -0.976736 0.120429 
-15.8595 0.998787  0.000635972 0.0409326 -0.973033 0.146486 
-15.8275 1.29127  0.000680114 0.04141 -0.968794 0.170115 
-15.7996 1.55129  0.000704299 0.0416617 -0.964799 0.190081 
-15.7776 1.78533  0.000693859 0.0415538 -0.961785 0.204457 
-15.7594 2.01588  0.000664798 0.041247 -0.958158 0.220894 
-15.7433 2.25279  0.000623862 0.0407974 -0.953401 0.241152 
-15.7246 2.50599  0.000574993 0.0402304 -0.947519 0.264393 
-15.6991 2.77364  0.000519392 0.0395397 -0.94033 0.290006 
-15.646 3.08489  0.00047563 0.0389559 -0.934605 0.308479 
-14.4169 -6.8488  9.61873e-05 0.0303378 -0.778081 -0.609416 
-14.5932 -6.45455  0.000140641 0.0320781 -0.800276 -0.578066 
-14.7495 -6.05255  0.000178801 0.033262 -0.823764 -0.542511 
-14.8764 -5.67825  0.000218917 0.0343262 -0.843375 -0.510291 
-14.9956 -5.31065  0.000273328 0.0355617 -0.861706 -0.477356 
-15.1217 -4.92258  0.000314969 0.0363867 -0.881693 -0.439246 
-15.2444 -4.52211  0.000358158 0.0371596 -0.899513 -0.401307 
