1.3 11858.1
-8.44968 -1.01559  0.086095 0.101554 -0.699098 -0.134674 
-8.44648 -0.94116  0.0977893 0.10372 -0.695663 -0.0997545 
-8.44421 -0.867014  0.106684 0.105208 -0.693134 -0.065459 
-8.44283 -0.793193  0.112185 0.106071 -0.691611 -0.031925 
-8.44237 -0.719352  0.114018 0.106349 -0.691084 0.00131311 
-8.44281 -0.645558  0.11216 0.106068 -0.69148 0.034406 
-8.44417 -0.571881  0.106671 0.105206 -0.692881 0.0674986 
-8.44642 -0.497979  0.0978609 0.103732 -0.695303 0.101045 
-8.44961 -0.423911  0.0863427 0.101602 -0.698662 0.134837 
-8.37512 -1.22979  0.100273 0.104148 -0.668301 -0.218521 
-8.36917 -1.15688  0.124835 0.10791 -0.65994 -0.189132 
-8.3638 -1.08416  0.14983 0.111067 -0.651922 -0.159129 
-8.35922 -1.01121  0.17354 0.113621 -0.644948 -0.127476 
-8.35567 -0.937931  0.193879 0.115556 -0.639568 -0.0945051 
-8.35317 -0.864867  0.209285 0.116894 -0.635753 -0.0619946 
-8.35165 -0.7921  0.21887 0.117679 -0.633442 -0.0301923 
-8.35114 -0.719377  0.222158 0.117941 -0.632633 0.00120164 
-8.35165 -0.646707  0.219007 0.117689 -0.633372 0.0324266 
-8.35316 -0.574102  0.20962 0.116922 -0.635621 0.0637078 
-8.35567 -0.501318  0.194543 0.115615 -0.639385 0.09532 
-8.35922 -0.428457  0.174693 0.113736 -0.644734 0.12694 
-8.3638 -0.356055  0.151637 0.111274 -0.651689 0.156809 
-8.36917 -0.284026  0.127398 0.108259 -0.659667 0.184701 
-8.37515 -0.212029  0.103549 0.104698 -0.668031 0.211575 
-8.30576 -1.44642  0.0882339 0.10197 -0.642576 -0.304472 
-8.29917 -1.37033  0.119679 0.107182 -0.63485 -0.269395 
-8.29239 -1.29626  0.155483 0.111709 -0.625013 -0.23809 
-8.28573 -1.22338  0.194854 0.115643 -0.614242 -0.208616 
-8.27964 -1.15096  0.236039 0.119006 -0.603893 -0.17912 
