32912 0.06 0.06 54.6329 -12 -12
-7.44 -0.06 2.60244e-06
-7.38 -0.18 3.45782e-06
-7.38 -0.12 3.92813e-06
-7.38 -0.06 4.40109e-06
-7.38 9.71445e-15 4.86321e-06
-7.38 0.06 5.29997e-06
-7.38 0.12 5.69656e-06
-7.38 0.18 6.03869e-06
-7.32 -1.38 2.94483e-06
-7.32 -1.32 3.31208e-06
-7.32 -1.26 3.67394e-06
-7.32 -1.2 4.01932e-06
-7.32 -1.14 4.33671e-06
-7.32 -1.08 4.61485e-06
-7.32 -1.02 4.84332e-06
-7.32 -0.96 5.01319e-06
-7.32 -0.9 5.11774e-06
-7.32 -0.84 5.15268e-06
-7.32 -0.78 5.11652e-06
-7.32 -0.24 5.007e-06
-7.32 -0.18 5.76734e-06
-7.32 -0.12 6.55175e-06
-7.32 -0.06 7.34056e-06
-7.32 9.71445e-15 8.11133e-06
-7.32 0.06 8.83987e-06
-7.32 0.12 9.50139e-06
-7.32 0.18 1.00719e-05
-7.32 0.24 1.05301e-05
-7.32 0.3 1.08577e-05
-7.32 0.36 1.10418e-05
-7.26 -1.86 1.85316e-06
-7.26 -1.8 1.93315e-06
-7.26 -1.5 3.90341e-06
-7.26 -1.44 4.51343e-06
-7.26 -1.38 5.14706e-06
-7.26 -1.32 5.78898e-06
-7.26 -1.26 6.42135e-06
-7.26 -1.2 7.025e-06
-7.26 -1.14 7.57976e-06
-7.26 -1.08 8.06587e-06
-7.26 -1.02 8.46524e-06
-7.26 -0.96 8.76221e-06
-7.26 -0.9 8.94494e-06
-7.26 -0.84 9.00603e-06
-7.26 -0.78 8.94274e-06
-7.26 -0.72 8.75799e-06
-7.26 -0.66 8.45915e-06
-7.26 -0.6 8.05815e-06
-7.26 -0.54 7.57064e-06
-7.26 -0.48 7.01486e-06
-7.26 -0.3 7.05228e-06
-7.26 -0.24 8.23645e-06
-7.26 -0.18 9.48705e-06
-7.26 -0.12 1.07774e-05
-7.26 -0.06 1.2075e-05
-7.26 9.71445e-15 1.33429e-05
-7.26 0.06 1.45413e-05
-7.26 0.12 1.56295e-05
-7.26 0.18 1.65682e-05
-7.26 0.24 1.73218e-05
-7.26 0.3 1.78607e-05
-7.26 0.36 1.81633e-05
-7.26 0.42 1.82173e-05
-7.26 0.48 1.80201e-05
-7.2 -2.04 2.64996e-06
-7.2 -1.98 2.88159e-06
-7.2 -1.92 3.09032e-06
-7.2 -1.86 3.2687e-06
-7.2 -1.8 3.40981e-06
-7.2 -1.74 3.50813e-06
-7.2 -1.68 5.35878e-06
-7.2 -1.62 5.99999e-06
-7.2 -1.56 6.7306e-06
-7.2 -1.5 7.54913e-06
-7.2 -1.44 7.78028e-06
-7.2 -1.38 8.87251e-06
-7.2 -1.32 9.97898e-06
-7.2 -1.26 1.10693e-05
-7.2 -1.2 1.21098e-05
-7.2 -1.14 1.3066e-05
-7.2 -1.08 1.3904e-05
-7.2 -1.02 1.45924e-05
-7.2 -0.96 1.51043e-05
-7.2 -0.9 1.54194e-05
-7.2 -0.84 1.55244e-05
-7.2 -0.78 1.54157e-05
-7.2 -0.72 1.5097e-05
-7.2 -0.66 1.45818e-05
-7.2 -0.6 1.38906e-05
-7.2 -0.54 1.30503e-05
-7.2 -0.48 1.20923e-05
-7.2 -0.42 1.10505e-05
-7.2 -0.36 1.38761e-05
-7.2 -0.3 1.44667e-05
-7.2 -0.24 1.63913e-05
-7.2 -0.18 1.81114e-05
-7.2 -0.12 1.98832e-05
-7.2 -0.06 2.1668e-05
-7.2 9.71445e-15 2.34174e-05
-7.2 0.06 2.50751e-05
-7.2 0.12 2.65808e-05
-7.2 0.18 2.78736e-05
-7.2 0.24 2.88979e-05
-7.2 0.3 2.96036e-05
-7.2 0.36 2.99551e-05
-7.2 0.42 2.99283e-05
-7.2 0.48 2.95168e-05
-7.2 0.54 2.87309e-05
-7.2 0.6 2.74424e-05
-7.14 -2.16 3.74006e-06
-7.14 -2.1 4.1811e-06
-7.14 -2.04 4.60991e-06
-7.14 -1.98 5.01278e-06
-7.14 -1.92 5.37598e-06
-7.14 -1.86 5.68621e-06
-7.14 -1.8 5.93171e-06
-7.14 -1.74 8.26417e-06
-7.14 -1.68 9.20457e-06
-7.14 -1.62 1.02849e-05
-7.14 -1.56 1.1516e-05
-7.14 -1.5 1.28961e-05
-7.14 -1.44 1.44095e-05
-7.14 -1.38 1.60257e-05
-7.14 -1.32 1.77022e-05
-7.14 -1.26 1.88189e-05
-7.14 -1.2 2.0588e-05
-7.14 -1.14 2.22138e-05
-7.14 -1.08 2.36385e-05
-7.14 -1.02 2.48088e-05
-7.14 -0.96 2.5679e-05
-7.14 -0.9 2.62144e-05
-7.14 -0.84 2.63935e-05
-7.14 -0.78 2.62081e-05
-7.14 -0.72 2.56666e-05
-7.14 -0.66 2.47906e-05
-7.14 -0.6 2.36154e-05
-7.14 -0.54 2.56839e-05
-7.14 -0.48 2.484e-05
-7.14 -0.42 2.71719e-05
-7.14 -0.36 2.76938e-05
-7.14 -0.3 2.86265e-05
-7.14 -0.24 2.99871e-05
-7.14 -0.18 3.1743e-05
-7.14 -0.12 3.23911e-05
-7.14 -0.06 3.51773e-05
-7.14 9.71445e-15 3.79064e-05
-7.14 0.06 4.04918e-05
-7.14 0.12 4.28387e-05
-7.14 0.18 4.48512e-05
-7.14 0.24 4.64405e-05
-7.14 0.3 4.7528e-05
-7.14 0.36 4.80546e-05
-7.14 0.42 4.79826e-05
-7.14 0.48 4.73013e-05
-7.14 0.54 4.60254e-05
-7.14 0.6 4.44816e-05
-7.14 0.66 4.21734e-05
-7.14 0.72 3.94521e-05
-7.08 -2.28 4.92567e-06
-7.08 -2.22 5.66108e-06
-7.08 -2.16 6.41683e-06
-7.08 -2.1 7.17348e-06
-7.08 -2.04 7.90916e-06
-7.08 -1.98 8.60044e-06
-7.08 -1.92 9.22342e-06
-7.08 -1.86 1.14541e-05
-7.08 -1.8 1.2666e-05
-7.08 -1.74 1.40332e-05
-7.08 -1.68 1.55968e-05
-7.08 -1.62 1.73914e-05
-7.08 -1.56 1.94369e-05
-7.08 -1.5 2.17316e-05
-7.08 -1.44 2.42502e-05
-7.08 -1.38 2.69429e-05
-7.08 -1.32 2.97388e-05
-7.08 -1.26 3.25494e-05
-7.08 -1.2 3.52744e-05
-7.08 -1.14 3.78089e-05
-7.08 -1.08 3.96351e-05
-7.08 -1.02 4.15976e-05
-7.08 -0.96 4.30571e-05
-7.08 -0.9 4.39549e-05
-7.08 -0.84 4.42547e-05
-7.08 -0.78 4.39445e-05
-7.08 -0.72 4.59785e-05
-7.08 -0.66 4.5369e-05
-7.08 -0.6 4.44246e-05
-7.08 -0.54 4.32223e-05
-7.08 -0.48 4.50445e-05
-7.08 -0.42 4.51686e-05
-7.08 -0.36 4.58143e-05
-7.08 -0.3 4.70861e-05
-7.08 -0.24 4.90198e-05
-7.08 -0.18 5.15749e-05
-7.08 -0.12 5.4644e-05
