22
208.429 417.458 191.446 72.1161 25.3756 8.98106 3.66306 1.49405 0.593974 0.258512 0.104618 0.0405312 0.0132645 0.00260403 0 
209.93 420.051 192.046 71.6889 25.0214 8.85047 3.58466 1.45774 0.578703 0.250341 0.100844 0.0389808 0.01281 0.00253363 0 
211.904 419.511 192.591 71.028 24.5801 8.6814 3.48986 1.41434 0.560525 0.240868 0.0970554 0.0374863 0.0124276 0.00249104 0 
208.189 413.859 191.927 70.5831 24.3704 8.59728 3.43981 1.39089 0.55175 0.236017 0.0947899 0.0362261 0.0118287 0.00233876 0 
204.434 406.44 191.439 71.5149 24.8152 8.77185 3.53775 1.41968 0.5664 0.245314 0.0974214 0.0364497 0.0113399 0.00208153 0 
205.427 406.133 190.954 73.9635 26.212 9.34921 3.82622 1.57085 0.628459 0.275172 0.113594 0.044811 0.0151464 0.00310117 0 
212.07 410.429 192.24 76.7092 27.5565 9.89702 4.10948 1.69512 0.678743 0.302549 0.127329 0.0509825 0.0173456 0.00354368 0 
210.244 406.022 193.525 77.6643 27.6643 9.95531 4.13478 1.66702 0.671727 0.300646 0.124268 0.0476286 0.0149275 0.00273471 0 
208.388 405.405 191.197 75.365 27.0498 9.63665 4.02064 1.64628 0.653855 0.291828 0.123666 0.0495687 0.0167255 0.00335791 0 
204.49 405.839 188.576 71.7036 25.2966 8.93879 3.68048 1.49197 0.591736 0.261206 0.108336 0.042578 0.0140317 0.00274182 0 
211.003 423.129 188.403 69.8344 24.1735 8.56123 3.45943 1.39737 0.558343 0.243862 0.0972394 0.0371678 0.0120173 0.0023264 0 
205.73 418.749 183.714 69.336 25.2613 8.90161 3.71169 1.58067 0.628371 0.278645 0.116607 0.0494793 0.0186502 0.00427613 0 
204.618 410.49 183.026 69.4842 25.9206 9.04401 3.84785 1.66181 0.649322 0.290278 0.126091 0.0554417 0.0214597 0.0049723 0 
205.811 417.42 189.768 70.7582 24.7844 8.71062 3.57119 1.43443 0.568529 0.249501 0.100472 0.0384528 0.012129 0.00222506 0 
205.777 414.636 190.459 72.5657 25.4018 9.01573 3.70784 1.48597 0.591109 0.261542 0.106082 0.0404572 0.0127462 0.00235923 0 
207.638 408.141 186.218 73.6908 27.3255 9.65734 4.12878 1.73726 0.685468 0.310739 0.13477 0.0567845 0.0204509 0.0043819 0 
205.414 405.789 186.17 73.8996 27.7297 9.80643 4.22064 1.78845 0.706122 0.320903 0.14039 0.0599391 0.02194 0.00478584 0 
205.515 410.235 188.54 73.393 26.9431 9.4896 4.02551 1.6732 0.661112 0.297002 0.125804 0.051301 0.0176521 0.00358179 0 
207.528 413.961 190.181 72.7872 26.0257 9.2134 3.81559 1.56121 0.623381 0.27486 0.112539 0.0443387 0.0146798 0.00288879 0 
