0.0832056 0.500298 0.057118 0.779545 0.149759 0.290497 0.102119 -0.436954 0.0484402 -0.198465 0.0971377 -0.461657 0.080562 0.732012 0.174981 0.281377 0.10608 -0.413992 0.0668207 -0.199456 0.0738736 0.533937 0.195464 0.270378 0.0316615 1.31337 17.4244 17.4244 87.1352 467.926 2652.23 15688.6 0.116595 -0.371655 0.126904 -0.371655
0.000858053 -0.181008 7.16422e-06 0.602751 9.98025e-05 0.603412 2.41367e-05 -0.266916 4.77555e-06 -0.502002 0.000277212 -0.231825 1.82663e-05 0.547831 0.000169668 0.581139 2.4105e-05 -0.326061 2.26484e-05 -0.437508 0.000335149 -0.184048 0.000261404 0.57532 8.78844e-06 -1.17184 0.519437 0.519437 0.496959 0.537115 0.639389 0.823778 7.66007e-05 -0.344051 0.000128879 -0.344051
0.0641222 0.901018 0.0388132 1.04013 0.185775 0.372859 0.0771151 0.0838983 0.129127 -0.236799 0.0423635 0.0637697 0.0104989 0.645094 0.210436 0.397546 0.110024 0.0838415 0.186363 -0.210886 0.0734002 0.557961 0.236328 0.424385 0.0738508 -2.27779 12.2479 12.2479 53.363 251.602 1258.09 6591.59 0.161967 0.069437 0.355752 0.069437
0.0125842 -0.036271 0.000122464 0.747273 0.00213771 0.754128 8.07215e-05 -0.112451 0.000217762 0.0226663 0.000146316 0.107644 0.000205747 0.75484 0.00315452 0.754689 0.000130378 -0.122428 0.0002805 0.0434216 0.00581335 -0.0360615 0.0038767 0.756109 0.000165719 -1.31053 0.51102 0.51102 0.480499 0.506312 0.582453 0.718719 0.000251778 -0.106437 0.000617806 -0.106437
0.128579 0.0866993 0.0838629 -0.500759 0.127887 -0.0734496 0.132894 0.473741 0.147594 0.199898 0.0819606 0.4866 0.0731089 -0.478347 0.175819 -0.13614 0.185665 0.463894 0.199222 0.201562 0.123488 -0.028628 0.229116 -0.174558 0.0764738 -2.5921 13.9193 13.9193 64.743 331.111 1815.86 10487.4 0.277541 0.452687 0.323613 0.452687
0.254915 -0.0667884 0.093561 -0.615517 0.0964874 0.07837 0.0713024 -0.481304 0.0688909 -0.125629 0.0441533 -0.431649 0.131716 -0.650931 0.113126 0.0105381 0.0994047 -0.501522 0.0732223 -0.117921 0.2048 -0.0522997 0.13854 -0.0404937 0.0277928 -0.00715834 14.6806 14.6806 68.3752 343.027 1817.97 10052 0.150189 -0.516774 0.104429 -0.516774
0.261476 -0.408983 0.163252 0.241701 0.0593222 -0.0477827 0.285809 0.0553311 0.116912 0.315358 0.188821 0.0536545 0.228776 0.221636 0.0769515 -0.0568318 0.382621 0.055514 0.143241 0.300032 0.180247 -0.445808 0.0951822 -0.0715313 0.0626071 1.49809 11.1634 11.1634 47.1685 219.628 1100.94 5843.42 0.546971 0.0545313 0.217935 0.0545313
0.689231 0.25737 0.300587 -0.0326612 0.257555 0.339423 0.468583 0.0997743 0.0757587 -0.474798 0.348866 0.107719 0.374268 -0.063545 0.319436 0.313804 0.551928 0.0947553 0.0422618 0.487024 0.580268 0.233155 0.368571 0.29618 0.104692 -1.17444 8.51877 8.51877 34.098 149.029 687.205 3288.29 0.650958 0.0898085 0.126428 0.0898085
0.000879582 -0.551714 1.27719e-05 -0.463048 0.000109766 0.213636 2.35722e-05 -0.0665624 2.51833e-05 0.395825 0.000274362 -0.102781 2.57872e-05 -0.408349 0.000201448 0.216108 2.55101e-05 0.0210507 2.16664e-05 0.290197 0.000341184 -0.600723 0.000321962 0.212812 1.08541e-05 -2.25561 0.519421 0.519421 0.496922 0.537037 0.639224 0.82343 8.2575e-05 0.0167153 0.000142823 0.0167153
0.732861 -0.178781 0.543861 0.811149 0.483372 -0.186569 0.487892 0.406562 0.385585 -0.200042 0.318397 0.393009 0.713884 0.827113 0.651565 -0.195374 0.630414 0.415564 0.536109 -0.201442 0.588305 -0.164162 0.764552 -0.198674 0.641372 2.92016 3.65353 3.65353 10.9422 39.5625 161.017 704.533 0.783938 0.42451 0.751062 0.42451
0.734668 1.4445 0.0750939 0.368106 0.321635 -0.125533 0.0300581 -0.458254 0.0894298 0.409274 0.018656 -0.521402 0.124003 0.401426 0.345138 -0.119301 0.0454889 -0.415967 0.0990665 0.421737 0.704361 1.44034 0.363873 -0.111436 0.187712 -1.67634 2.25829 2.25829 4.07118 8.01763 17.02 38.5491 0.0873359 -0.364948 0.126318 -0.364948
0.570936 -0.194052 0.125219 0.547356 0.380809 -0.258899 0.0335943 -0.521333 0.242587 -0.275651 0.0370958 0.513041 0.053246 0.392343 0.496061 -0.253921 0.074247 -0.389228 0.342859 -0.265907 0.424495 -0.171376 0.595167 -0.252925 0.0488595 0.128387 5.64877 5.64877 17.9434 64.9229 258.753 1107 0.181219 -0.33943 0.569348 -0.33943
0.632039 -0.20597 0.100168 -0.755836 0.406133 -0.227145 0.0505544 -0.251782 0.234139 -0.260021 0.0230308 -0.181013 0.105668 -0.521801 0.489798 -0.240492 0.0892497 -0.276623 0.299507 -0.271915 0.491753 -0.18247 0.556331 -0.250386 0.0958164 -0.460942 7.18861 7.18861 24.4672 91.5787 367.561 1557.6 0.187563 -0.296679 0.440252 -0.296679
0.044155 0.190822 0.118592 -0.103956 0.162918 -0.785314 0.162455 -0.615764 0.0706967 0.509579 0.124181 0.624329 0.133066 -0.116657 0.173651 0.769503 0.20355 -0.604256 0.0888856 0.4986 0.0349458 0.265487 0.17889 0.764567 0.0662552 -0.00515903 11.9286 11.9286 48.5274 211.335 970.667 4654.94 0.284312 -0.590364 0.142142 -0.590364
0.40084 0.103447 0.0891186 0.926179 0.20165 0.000650223 0.0814616 -0.439957 0.208324 -0.0321962 0.076133 -0.432566 0.115168 0.909797 0.266353 -0.0239016 0.0800344 -0.449712 0.248824 -0.0401783 0.299353 0.0935175 0.329128 -0.0395674 0.0480238 2.04202 9.7377 9.7377 38.517 169.368 810.067 4147.07 0.0615865 -0.412506 0.350229 -0.412506
0.146308 0.178211 0.0717594 0.516701 0.124423 -0.316756 0.173962 0.492745 0.000517839 0.0133348 0.13965 0.479962 0.0711949 0.429984 0.159774 -0.288506 0.198964 0.510482 0.0197063 0.0128183 0.112827 0.139048 0.190512 -0.266342 0.0565792 -1.12836 14.311 14.311 66.3164 331.328 1752.56 9710.1 0.236724 0.549091 0.0898172 0.549091
0.325671 0.038539 0.0773637 -0.342575 0.257793 0.00747418 0.137181 0.614026 0.112025 0.120446 0.122074 -0.619764 0.0638245 -0.369065 0.319251 0.0104348 0.153634 0.581193 0.140934 0.103987 0.246448 0.0637686 0.373335 0.0148538 0.0280028 1.60234 12.8277 12.8277 55.6013 260.486 1299.67 6837.72 0.203806 0.512934 0.214828 0.512934
0.646867 0.218605 0.0741287 0.612535 0.392123 0.292055 0.132085 0.548847 0.247706 0.295702 0.094132 0.595103 0.130136 0.58847 0.469677 0.285703 0.17024 0.517419 0.286904 0.294166 0.533871 0.203011 0.523095 0.278429 0.103422 0.689004 6.38315 6.38315 22.0519 84.8608 350.476 1519.4 0.23604 0.487185 0.328528 0.487185
0.0100727 0.507997 5.83034e-05 -0.607953 0.00147759 -0.283125 5.72963e-05 -0.520993 0.000118303 0.0543291 0.000403671 -0.302432 0.000102958 -0.631104 0.00220134 -0.283191 9.51876e-05 -0.584879 0.000230283 0.0471868 0.00457549 0.504745 0.00267212 -0.284553 3.53584e-05 0.753763 0.512672 0.512672 0.48353 0.511606 0.591554 0.734291 0.000219463 -0.585765 0.00071185 -0.585765
0.157551 -0.0940557 0.458268 0.131067 0.233893 0.0261196 0.189448 0.0433792 0.158277 0.0947341 0.123815 0.0268743 0.540212 0.117104 0.323066 0.0409762 0.259102 0.0540461 0.214408 0.0890705 0.0636092 -0.536238 0.406613 0.0509219 0.323968 0.0164445 1.96481 1.96481 3.6202 7.53342 17.2353 42.4822 0.385601 0.0662823 0.355932 0.0662823
