18408 0.06 0.06 12.9154 -12 -12
-7.08 -0.06 1.08408e-06
-7.08 9.71445e-15 1.68216e-06
-7.02 -0.48 2.09212e-06
-7.02 -0.42 2.20882e-06
-7.02 -0.36 2.3e-06
-7.02 -0.3 2.36201e-06
-7.02 -0.24 2.39233e-06
-7.02 -0.18 2.89043e-06
-7.02 -0.12 2.94207e-06
-7.02 -0.06 2.96622e-06
-7.02 9.71445e-15 2.96272e-06
-7.02 0.06 2.93203e-06
-7.02 0.12 2.87516e-06
-7.02 0.18 2.7935e-06
-7.02 0.24 2.68889e-06
-6.96 -0.72 2.57082e-06
-6.96 -0.66 2.86871e-06
-6.96 -0.6 3.15715e-06
-6.96 -0.54 3.42684e-06
-6.96 -0.48 3.66844e-06
-6.96 -0.42 3.87308e-06
-6.96 -0.36 4.03289e-06
-6.96 -0.3 4.72559e-06
-6.96 -0.24 4.90314e-06
-6.96 -0.18 5.03579e-06
-6.96 -0.12 5.12132e-06
-6.96 -0.06 5.15849e-06
-6.96 9.71445e-15 5.14738e-06
-6.96 0.06 5.08903e-06
-6.96 0.12 4.98541e-06
-6.96 0.18 4.83911e-06
-6.96 0.24 4.65354e-06
-6.96 0.3 4.43271e-06
-6.96 0.36 4.18139e-06
-6.96 0.42 3.90486e-06
-6.9 -0.9 2.94461e-06
-6.9 -0.84 3.42512e-06
-6.9 -0.78 3.92936e-06
-6.9 -0.72 4.44575e-06
-6.9 -0.66 4.96097e-06
-6.9 -0.6 5.45979e-06
-6.9 -0.54 5.92613e-06
-6.9 -0.48 6.3439e-06
-6.9 -0.42 7.32754e-06
-6.9 -0.36 7.76256e-06
-6.9 -0.3 8.13391e-06
-6.9 -0.24 8.4333e-06
-6.9 -0.18 8.65456e-06
-6.9 -0.12 8.7938e-06
-6.9 -0.06 8.84939e-06
-6.9 9.71445e-15 8.82194e-06
-6.9 0.06 8.7134e-06
-6.9 0.12 8.52751e-06
-6.9 0.18 8.26913e-06
-6.9 0.24 7.94444e-06
-6.9 0.3 7.56071e-06
-6.9 0.36 7.12594e-06
-6.9 0.42 7.80371e-06
-6.9 0.48 7.49285e-06
-6.9 0.54 7.16181e-06
-6.9 0.6 6.81308e-06
-6.84 -1.02 3.5609e-06
-6.84 -0.96 4.25827e-06
-6.84 -0.9 5.02223e-06
-6.84 -0.84 5.84182e-06
-6.84 -0.78 6.70176e-06
-6.84 -0.72 7.58254e-06
-6.84 -0.66 8.46131e-06
-6.84 -0.6 9.31203e-06
-6.84 -0.54 1.01074e-05
-6.84 -0.48 1.1632e-05
-6.84 -0.42 1.24561e-05
-6.84 -0.36 1.31881e-05
-6.84 -0.3 1.381e-05
-6.84 -0.24 1.4308e-05
-6.84 -0.18 1.46719e-05
-6.84 -0.12 1.4895e-05
-6.84 -0.06 1.49757e-05
-6.84 9.71445e-15 1.4915e-05
-6.84 0.06 1.4717e-05
-6.84 0.12 1.43887e-05
-6.84 0.18 1.39391e-05
-6.84 0.24 1.33789e-05
-6.84 0.3 1.2721e-05
-6.84 0.36 1.35651e-05
-6.84 0.42 1.30676e-05
-6.84 0.48 1.25331e-05
-6.84 0.54 1.19673e-05
-6.84 0.6 1.1374e-05
-6.84 0.66 1.0756e-05
-6.84 0.72 1.01155e-05
-6.78 -1.14 4.01822e-06
-6.78 -1.08 4.94003e-06
-6.78 -1.02 5.98984e-06
-6.78 -0.96 7.16291e-06
-6.78 -0.9 8.44798e-06
-6.78 -0.84 9.82667e-06
-6.78 -0.78 1.12731e-05
-6.78 -0.72 1.27548e-05
-6.78 -0.66 1.42329e-05
-6.78 -0.6 1.64402e-05
-6.78 -0.54 1.80189e-05
-6.78 -0.48 1.95134e-05
-6.78 -0.42 2.08854e-05
-6.78 -0.36 2.21005e-05
-6.78 -0.3 2.31282e-05
-6.78 -0.24 2.39454e-05
-6.78 -0.18 2.45352e-05
-6.78 -0.12 2.48873e-05
-6.78 -0.06 2.49998e-05
-6.78 9.71445e-15 2.48748e-05
-6.78 0.06 2.45206e-05
-6.78 0.12 2.39499e-05
-6.78 0.18 2.31786e-05
-6.78 0.24 2.39064e-05
-6.78 0.3 2.32127e-05
-6.78 0.36 2.24338e-05
-6.78 0.42 2.15849e-05
-6.78 0.48 2.06787e-05
-6.78 0.54 1.97247e-05
-6.78 0.6 1.8729e-05
-6.78 0.66 1.77675e-05
-6.78 0.72 1.66903e-05
-6.78 0.78 1.55838e-05
-6.72 -1.26 4.23117e-06
-6.72 -1.2 5.34782e-06
-6.72 -1.14 6.66625e-06
-6.72 -1.08 8.19552e-06
-6.72 -1.02 9.93715e-06
-6.72 -0.96 1.18833e-05
-6.72 -0.9 1.40152e-05
-6.72 -0.84 1.63024e-05
-6.72 -0.78 1.87022e-05
-6.72 -0.72 2.11602e-05
-6.72 -0.66 2.45427e-05
-6.72 -0.6 2.72236e-05
-6.72 -0.54 2.98272e-05
-6.72 -0.48 3.22878e-05
-6.72 -0.42 3.45418e-05
-6.72 -0.36 3.65314e-05
-6.72 -0.3 3.82068e-05
-6.72 -0.24 3.95295e-05
-6.72 -0.18 4.04722e-05
-6.72 -0.12 4.10191e-05
-6.72 -0.06 4.11677e-05
-6.72 9.71445e-15 4.09234e-05
-6.72 0.06 4.03016e-05
-6.72 0.12 3.93248e-05
-6.72 0.18 4.01188e-05
-6.72 0.24 3.93266e-05
-6.72 0.3 3.81403e-05
-6.72 0.36 3.68138e-05
-6.72 0.42 3.53739e-05
-6.72 0.48 3.38432e-05
-6.72 0.54 3.22378e-05
-6.72 0.6 3.05697e-05
-6.72 0.66 2.88469e-05
-6.72 0.72 2.70762e-05
-6.72 0.78 2.52635e-05
-6.72 0.84 2.34163e-05
-6.72 0.9 2.15451e-05
-6.66 -1.32 5.4021e-06
-6.66 -1.26 6.92301e-06
-6.66 -1.2 8.75011e-06
-6.66 -1.14 1.09073e-05
-6.66 -1.08 1.34095e-05
-6.66 -1.02 1.62592e-05
-6.66 -0.96 1.94433e-05
-6.66 -0.9 2.29318e-05
-6.66 -0.84 2.66738e-05
-6.66 -0.78 3.06005e-05
-6.66 -0.72 3.57059e-05
-6.66 -0.66 4.00966e-05
-6.66 -0.6 4.44633e-05
-6.66 -0.54 4.86991e-05
-6.66 -0.48 5.26957e-05
-6.66 -0.42 5.63485e-05
-6.66 -0.36 5.95624e-05
-6.66 -0.3 6.22569e-05
-6.66 -0.24 6.43682e-05
-6.66 -0.18 6.58548e-05
-6.66 -0.12 6.66905e-05
-6.66 -0.06 6.6873e-05
-6.66 9.71445e-15 6.64146e-05
-6.66 0.06 6.57132e-05
-6.66 0.12 6.66012e-05
-6.66 0.18 6.52106e-05
-6.66 0.24 6.34882e-05
-6.66 0.3 6.14938e-05
-6.66 0.36 5.92796e-05
-6.66 0.42 5.68913e-05
-6.66 0.48 5.43649e-05
-6.66 0.54 5.17292e-05
-6.66 0.6 4.90024e-05
-6.66 0.66 4.61987e-05
-6.66 0.72 4.33272e-05
-6.66 0.78 4.03972e-05
-6.66 0.84 3.74202e-05
-6.66 0.9 3.44115e-05
-6.66 0.96 3.1391e-05
-6.66 1.02 2.83856e-05
-6.6 -1.44 5.09211e-06
-6.6 -1.38 6.70888e-06
-6.6 -1.32 8.71744e-06
